"Name","Code","Type","Date","New_cases","Population","Cumulative_cases","Period","Data_completeness","Cumulative_per_100000","New_cases_per_100000","Rolling_7_day_new_cases","Rolling_7_day_new_cases_per_100000","Perc_change_on_rolling_7_days_actual","Rolling_7_day_average_new_cases","Previous_7_days_sum"
"Arun","E07000224","Lower Tier Local Authority",2021-04-10,2,160758,8197,"10 April 2021","Complete",5098.96863608654,1.2441060475995,42,26.1262269995894,0.31,6,32
"Arun","E07000224","Lower Tier Local Authority",2021-04-11,4,160758,8201,"11 April 2021","Complete",5101.45684818174,2.48821209519899,44,27.3703330471889,0.42,6.28571428571429,31
"Arun","E07000224","Lower Tier Local Authority",2021-04-12,7,160758,8208,"12 April 2021","Complete",5105.81121934834,4.35437116659824,47,29.2364921185882,0.68,6.71428571428571,28
"Arun","E07000224","Lower Tier Local Authority",2021-04-13,5,160758,8213,"13 April 2021","Complete",5108.92148446734,3.11026511899874,46,28.6144390947884,0.77,6.57142857142857,26
"Arun","E07000224","Lower Tier Local Authority",2021-04-14,5,160758,8218,"14 April 2021","Complete",5112.03174958633,3.11026511899874,35,21.7718558329912,-0.12,5,40
"Arun","E07000224","Lower Tier Local Authority",2021-04-15,0,160758,8218,"15 April 2021","Complete",5112.03174958633,0,27,16.7954316425932,-0.31,3.85714285714286,39
"Arun","E07000224","Lower Tier Local Authority",2021-04-16,4,160758,8222,"16 April 2021","Complete",5114.51996168153,2.48821209519899,27,16.7954316425932,-0.37,3.85714285714286,43
"Arun","E07000224","Lower Tier Local Authority",2021-04-17,3,160758,8225,"17 April 2021","Complete",5116.38612075293,1.86615907139925,28,17.417484666393,-0.33,4,42
"Arun","E07000224","Lower Tier Local Authority",2021-04-18,3,160758,8228,"18 April 2021","Complete",5118.25227982433,1.86615907139925,27,16.7954316425932,-0.39,3.85714285714286,44
"Arun","E07000224","Lower Tier Local Authority",2021-04-19,3,160758,8231,"19 April 2021","Complete",5120.11843889573,1.86615907139925,23,14.3072195473942,-0.51,3.28571428571429,47
"Arun","E07000224","Lower Tier Local Authority",2021-04-20,2,160758,8233,"20 April 2021","Complete",5121.36254494333,1.2441060475995,20,12.441060475995,-0.57,2.85714285714286,46
"Arun","E07000224","Lower Tier Local Authority",2021-04-21,5,160758,8238,"21 April 2021","Complete",5124.47281006233,3.11026511899874,20,12.441060475995,-0.43,2.85714285714286,35
"Arun","E07000224","Lower Tier Local Authority",2021-04-22,3,160758,8241,"22 April 2021","Complete",5126.33896913373,1.86615907139925,23,14.3072195473942,-0.15,3.28571428571429,27
"Arun","E07000224","Lower Tier Local Authority",2021-04-23,4,160758,8245,"23 April 2021","Complete",5128.82718122893,2.48821209519899,23,14.3072195473942,-0.15,3.28571428571429,27
"Arun","E07000224","Lower Tier Local Authority",2021-04-24,2,160758,8247,"24 April 2021","Complete",5130.07128727653,1.2441060475995,22,13.6851665235945,-0.21,3.14285714285714,28
"Arun","E07000224","Lower Tier Local Authority",2021-04-25,7,160758,8254,"25 April 2021","Complete",5134.42565844313,4.35437116659824,26,16.1733786187935,-0.04,3.71428571428571,27
"Arun","E07000224","Lower Tier Local Authority",2021-04-26,5,160758,8259,"26 April 2021","Complete",5137.53592356212,3.11026511899874,28,17.417484666393,0.22,4,23
"Arun","E07000224","Lower Tier Local Authority",2021-04-27,9,160758,8268,"27 April 2021","Complete",5143.13440077632,5.59847721419774,35,21.7718558329912,0.75,5,20
"Arun","E07000224","Lower Tier Local Authority",2021-04-28,4,160758,8272,"28 April 2021","Complete",5145.62261287152,2.48821209519899,34,21.1498028091915,0.7,4.85714285714286,20
"Arun","E07000224","Lower Tier Local Authority",2021-04-29,5,160758,8277,"29 April 2021","Complete",5148.73287799052,3.11026511899874,36,22.393908856791,0.57,5.14285714285714,23
"Arun","E07000224","Lower Tier Local Authority",2021-04-30,3,160758,8280,"30 April 2021","Considered incomplete",5150.59903706192,1.86615907139925,35,21.7718558329912,0.52,5,23
"Arun","E07000224","Lower Tier Local Authority",2021-05-01,2,160758,8282,"01 May 2021","Considered incomplete",5151.84314310952,1.2441060475995,35,21.7718558329912,0.59,5,22
"Arun","E07000224","Lower Tier Local Authority",2021-05-02,1,160758,8283,"02 May 2021","Considered incomplete",5152.46519613332,0.622053023799749,29,18.0395376901927,0.12,4.14285714285714,26
"Arun","E07000224","Lower Tier Local Authority",2021-05-03,1,160758,8284,"03 May 2021","Considered incomplete",5153.08724915712,0.622053023799749,25,15.5513255949937,-0.11,3.57142857142857,28
